<Logging continued from "data/ulx_logs/07-06-21.txt">
[00:14:02] Client "Starburst" connected.
[16:35:18] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:18] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:18] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:18] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_grenade_ammo
[16:35:25] ACLAPAC: вон тут маленький ток идет
[16:35:26] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:27] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:27] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:27] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:27] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:27] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:27] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:28] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:28] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:28] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:28] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:28] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:28] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:28] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_paranoia_9mmar_ammo_box
[16:35:32] ACLAPAC: из твоей вещи
[16:35:38] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:35:39] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:35:39] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:35:39] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:35:39] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:35:39] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:35:39] ACLAPAC<STEAM_0:0:463056472> spawned sent arccw_ammo_ar2_large
[16:35:48] ACLAPAC: я афка
[16:35:52] ▰Angry▰Timur▰ set the hp for Themself to 100
[16:35:53] ▰Angry▰Timur▰ set the armor for Themself to 100
[16:35:53] ▰Angry▰Timur▰ set the armor for Themself to 100
[16:35:57] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_htorso
[16:36:00] TolikUSR_1: может пошлем тимура нахуй пусть ту лазиет пока не надоест ?
[16:36:02] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hhead
[16:36:07] ACLAPAC: ну можно
[16:36:11] ACLAPAC: но если будет палить я его заебу
[16:36:12] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_slcalf
[16:36:12] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_srcalf
[16:36:13] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_slforearm
[16:36:13] ACLAPAC: я афка
[16:36:13] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_srforearm
[16:36:28] TolikUSR_1: самый вежливый способ послать нахуй это игнор
[16:36:29] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_spelvis
[16:36:38] *** Gamer_X86 подключает усилитель-ресивер к динамикам и плееру
[16:36:48] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[16:36:48] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hlshoulder
[16:36:53] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_komp_monitor.mdl
[16:36:57] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_komp_klava.mdl
[16:36:57] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_llthigh
[16:36:57] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_lrthigh
[16:37:01] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hrthigh
[16:37:02] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_hlthigh
[16:37:03] Gamer_X86<STEAM_0:1:425625503> spawned model models/hunter/blocks/cube05x05x025.mdl
[16:37:03] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/geometry/t_fdisc_12.mdl
[16:37:03] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/geometry/t_fdisc_12.mdl
[16:37:08] Gamer_X86<STEAM_0:1:425625503> spawned model models/hunter/blocks/cube05x05x025.mdl
[16:37:08] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/geometry/t_fdisc_12.mdl
[16:37:08] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/geometry/t_fdisc_12.mdl
[16:37:10] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_lab/monitor02.mdl
[16:37:15] Gamer_X86<STEAM_0:1:425625503> spawned model models/hunter/blocks/cube05x05x025.mdl
[16:37:15] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/geometry/t_fdisc_12.mdl
[16:37:15] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/geometry/t_fdisc_12.mdl
[16:37:21] ▰Angry▰Timur▰: /inv
[16:37:25] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned sent ent_jack_gmod_ezarmor_maska
[16:37:53] TolikUSR_1<STEAM_0:1:445577586> spawned effect models/breen_monitor.mdl
[16:37:58] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/cuboids/height06/size_2/cube_12x12x6.mdl
[16:38:02] Gamer_X86<STEAM_0:1:425625503> spawned model models/sprops/cuboids/height06/size_3/cube_18x18x6.mdl
[16:38:07] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_silo/silo_launchroom_monitor.mdl
[16:38:25] TolikUSR_1<STEAM_0:1:445577586> spawned model models/boreas/bunker/tv_monitor01_large.mdl
[16:38:35] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props/cs_office/computer_monitor.mdl
[16:38:57] *** Gamer_X86 вставляет кассету в плеер
[16:39:34] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_lab/harddrive02.mdl
[16:40:11] Gamer_X86: /суп 1614
[16:40:17] TolikUSR_1: чё за гранаты
[16:40:19] TolikUSR_1 set the armor for Themself to 100
[16:40:19] Gamer_X86: /суп 1616
[16:40:19] TolikUSR_1 set the hp for Themself to 100
[16:40:25] Gamer_X86: /суп 1618
[16:40:29] Gamer_X86: /суп 1000
[16:40:36] Gamer_X86: /суп 9999
[16:40:55] Gamer_X86: /суп 0000
[16:40:56] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezweapon_pas
[16:41:00] TolikUSR_1<STEAM_0:1:445577586> spawned sent ent_jack_gmod_ezammo
[16:41:13] Gamer_X86: /суп 1818
[16:41:29] Gamer_X86: Че надоъ
[16:41:35] Gamer_X86: я панкер
[16:41:42] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezweapon_lmg
[16:41:50] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[16:41:53] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlshoulder
[16:41:55] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlthigh
[16:41:57] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrthigh
[16:41:59] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_spelvis
[16:42:02] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_srforearm
[16:42:03] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_slforearm
[16:42:05] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_srcalf
[16:42:07] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_slcalf
[16:42:15] ▰Angry▰Timur▰ killed Gamer_X86 using player
[16:42:21] Gamer_X86: шлю....
[16:42:25] Gamer_X86: /build
[16:42:27] ▰Angry▰Timur▰ killed TolikUSR_1 using player
[16:42:51] ACLAPAC: я тут
[16:42:58] TolikUSR_1: не пизди она некогда атм не валялась
[16:43:03] ▰Angry▰Timur▰ set the armor for Themself to 100
[16:43:06] ACLAPAC: че таке
[16:43:07] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_sleeping_bag
[16:43:09] TolikUSR_1: ты преувеличиваеш свои возможности
[16:43:19] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_sleeping_bag
[16:43:19] TolikUSR_1 teleported to ACLAPAC
[16:43:21] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_sleeping_bag
[16:43:27] TolikUSR_1 set the armor for Themself to 100
[16:43:28] Gamer_X86<STEAM_0:1:425625503> spawned sent amb_survive_sleeping_bag
[16:43:32] TolikUSR_1: ой пошёл он нахуй
[16:43:35] ▰Angry▰Timur▰: я не ебу она там волялась и + ее геймер потом одел вот у него она откуд�
[16:43:37] TolikUSR_1: /build
[16:43:38] ▰Angry▰Timur▰ set the armor for Themself to 100
[16:43:42] Gamer_X86: только какого хуя дисбаланс у тимура
[16:43:42] ▰Angry▰Timur▰ set the hp for Themself to 100
[16:43:50] TolikUSR_1: пиздун херов
[16:43:51] ACLAPAC: кста да
[16:43:52] Gamer_X86: /rp
[16:43:56] Gamer_X86: я застрял
[16:43:57] Gamer_X86: сука
[16:43:58] ACLAPAC: че такое
[16:43:59] Gamer_X86 suicided!
[16:44:04] ▰Angry▰Timur▰: у геймера она откуда взялась
[16:44:05] Gamer_X86: толик
[16:44:07] Gamer_X86: прийди сюда
[16:44:10] TolikUSR_1: /status (рп Библиатекарь)
[16:44:10] Gamer_X86: я застрял в жопе
[16:44:15] ▰Angry▰Timur▰: я афк крч
[16:44:18] TolikUSR_1 brought Gamer_X86
[16:44:29] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_htorso
[16:44:32] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[16:44:35] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlshoulder
[16:44:37] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrthigh
[16:44:39] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlthigh
[16:45:00] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_c17/trappropeller_lever.mdl
[16:45:04] TolikUSR_1: наглые пиздец
[16:45:06] Client "kooljon789" connected.
[16:45:12] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_c17/trappropeller_lever.mdl
[16:45:14] ACLAPAC: че
[16:45:16] ACLAPAC: такое
[16:45:17] ACLAPAC: случилось
[16:45:25] TolikUSR_1: один джагерку взял из воздуха
[16:45:33] TolikUSR_1: второй щас у меня на глазах материализует
[16:45:41] ACLAPAC: =_=
[16:45:47] ACLAPAC: блят
[16:45:49] *** Gamer_X86 делает джаггер броню
[16:45:51] ACLAPAC: а у нас мало джагерки
[16:45:57] ACLAPAC: мне надо новые наборы купить
[16:45:58] ACLAPAC: сука
[16:46:02] *** Gamer_X86 затраты: 5к био
[16:46:15] ▰Angry▰Timur▰: я не ебу я ее возле ангара нашел где аэропорт
[16:46:18] Gamer_X86: кому перечислять
[16:46:26] TolikUSR_1: кого
[16:46:28] *** Gamer_X86 делает пулемет
[16:46:34] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezweapon_mmg
[16:46:34] ▰Angry▰Timur▰ suicided!
[16:46:40] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[16:46:41] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[16:46:41] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[16:46:41] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[16:46:41] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[16:46:41] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[16:46:41] Gamer_X86<STEAM_0:1:425625503> spawned sent item_battery
[16:46:51] *** Gamer_X86 делает mp5
[16:46:56] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_ar2_large
[16:46:57] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_ar2_large
[16:46:57] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_ar2_large
[16:46:57] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_ar2_large
[16:46:57] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_ar2_large
[16:46:57] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_ar2_large
[16:46:58] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_pistol_large
[16:46:58] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_pistol_large
[16:46:59] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_pistol_large
[16:46:59] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_pistol_large
[16:46:59] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_pistol_large
[16:46:59] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_smg1_large
[16:47:00] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_smg1_large
[16:47:00] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_smg1_large
[16:47:00] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_smg1_large
[16:47:00] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_smg1_large
[16:47:00] Gamer_X86<STEAM_0:1:425625503> spawned sent item_ammo_smg1_large
[16:47:12] ▰Angry▰Timur▰: что з анаебалого карта меньше Skybox
[16:47:22] ACLAPAC: xD
[16:47:24] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_htorso
[16:47:34] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrthigh
[16:47:37] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlthigh
[16:47:40] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hrshoulder
[16:47:42] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_hlshoulder
[16:47:46] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_respirator
[16:47:50] TolikUSR_1: не всё в пизду буду жить в библеотеке и в комнате с компами
[16:47:50] ▰Angry▰Timur▰: f cnjg
[16:47:52] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_mhead
[16:47:54] Пиромант: на скайбоксе даже море есть (
[16:47:56] ▰Angry▰Timur▰: А СТОП БЛЯТЬ
[16:47:57] ▰Angry▰Timur▰ set the armor for Themself to 100
[16:47:57] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_spelvis
[16:48:02] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_spelvis
[16:48:06] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_srforearm
[16:48:08] ACLAPAC: толик ты чтоль переежаешь?
[16:48:09] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_slforearm
[16:48:11] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_srcalf
[16:48:12] ▰Angry▰Timur▰: ЭТО Я СЛЕПОЙ КАРТА С РАЗМЕРОМ СО СКАЙБУКС
[16:48:15] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezarmor_slcalf
[16:48:49] Gamer_X86: /status военный компьютерный инженер
[16:49:27] ACLAPAC: пиромант
[16:49:30] Пиромант: м
[16:49:32] ACLAPAC: есть какая нибудь таблетка?
[16:49:34] ACLAPAC: от боли
[16:49:36] Пиромант: какой
[16:49:40] Gamer_X86<STEAM_0:1:425625503> spawned sent ent_jack_gmod_ezbuildkit
[16:49:46] ACLAPAC: у меня после выстрелов в тело места сильно болят
[16:49:52] ACLAPAC: обезбаливающее
[16:49:53] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_interiors/furniture_couch01a.mdl
[16:49:54] TolikUSR_1<STEAM_0:1:445577586> spawned model models/props_interiors/furniture_couch02a.mdl
[16:49:54] ACLAPAC: какое нибудь
[16:49:57] Пиромант: рану обрабатывал?
[16:50:01] ACLAPAC: +
[16:50:02] Пиромант: раны*
[16:50:05] ACLAPAC: у меня армейская аптечка
[16:50:10] Пиромант: м, тогда пойдем за мной
[16:50:29] Gamer_X86: ОООО ДАААА, МЕТААААЛ
[16:50:48] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_kitchen_tarelka1.mdl
[16:50:49] Пиромант: я за таблетками
[16:50:56] TolikUSR_1: ну нахер я сьезжаю отсюда
[16:51:04] *** Пиромант Достал пачку обезболивающих
[16:51:09] ACLAPAC: прям с бункера?
[16:51:15] Пиромант: так...
[16:51:15] TolikUSR_1: прям с бункера
[16:51:23] Пиромант: держи
[16:51:28] *** Пиромант протянул пачку таблеток
[16:51:38] ACLAPAC: пасиб
[16:51:41] *** ACLAPAC взял
[16:51:47] Пиромант: по одной в 4 часа, их тут около 20
[16:51:52] ACLAPAC: окей
[16:51:58] Пиромант: 6 раз в день кароч
[16:52:03] ACLAPAC: понял
[16:52:07] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_stol_8b.mdl
[16:52:24] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_divan_01.mdl
[16:52:41] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_door_vagon1_iov.mdl
[16:52:42] ACLAPAC: не против?
[16:52:46] ACLAPAC: я с тобой пойду
[16:52:49] Пиромант: ага
[16:52:58] ▰Angry▰Timur▰<STEAM_0:0:431600296> spawned vehicle models/mark2580/hlalyx/vehicles/niva.mdl
[16:53:01] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_door_trader.mdl
[16:53:06] *** ACLAPAC взял  радио
[16:53:20] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_item_minipda.mdl
[16:53:30] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_box_lab_01.mdl
[16:53:32] Gamer_X86: я наверное тоже сьеду
[16:53:33] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_box_metall_01.mdl
[16:53:36] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_bidon.mdl
[16:53:38] Gamer_X86: *съеду
[16:53:39] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_butilka_2.mdl
[16:53:39] Gamer_X86: /build
[16:53:44] TolikUSR_1: давайте камаз с экспидицией
[16:53:45] ▰Angry▰Timur▰ запустил голосование на Вкл/Выкл RP Voice
[16:53:47] TolikUSR_1: 2
[16:53:48] ACLAPAC: 2
[16:53:50] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_box_wood_tara.mdl
[16:53:51] ▰Angry▰Timur▰: 2
[16:53:52] Gamer_X86: 2
[16:53:54] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_butilka_2.mdl
[16:53:55] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_butilka_2.mdl
[16:53:56] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_butilka_2b.mdl
[16:53:57] ACLAPAC: можешь положить?
[16:53:58] Пиромант: 2
[16:54:00] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_butilka_1.mdl
[16:54:02] Gamer_X86<STEAM_0:1:425625503> spawned model models/props_junk/plasticcrate01a.mdl
[16:54:03] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_butilka_2b.mdl
[16:54:04] Gamer_X86<STEAM_0:1:425625503> spawned model models/props_junk/plasticcrate01a.mdl
[16:54:04] Пиромант<STEAM_0:1:428237499> spawned model models/black1dez/olr/dez_butilka_2b.mdl
[16:54:15] Пиромант: хаха, а я походу тут останусь
[16:54:24] ACLAPAC: ладно защита моя снимается
[16:54:24] TolikUSR_1: акла приварить ?
[16:54:28] ACLAPAC: приваривай
[16:54:30] Gamer_X86<STEAM_0:1:425625503> spawned model models/props_junk/plasticcrate01a.mdl
[16:54:32] ACLAPAC: потом можешь отварить
[16:54:33] Пиромант: пофиг, сваливаю
[16:54:40] Пиромант: /status Полевой врач
[16:54:43] *** Gamer_X86 загружает все оборудование в ящики
[16:54:55] TolikUSR_1<STEAM_0:1:445577586> spawned model models/black1dez/olr/dez_box_pak_01.mdl
